UniqueCount	AmbigCount
0	0
0	0
0	0
0	12
0	16
0	16
0	11
0	11
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
30	29
0	0
0	13
0	171
0	76
0	339
5	416
0	42
0	259
19	101
0	39
0	126
0	522
0	122
0	2000
7	554
0	117
0	70
0	29
0	148
0	73
0	50
0	70
0	60
284	1969
6	1937
14	170
0	162
260	114
17	6
10	1
28	1
13	0
142	2
10	0
31	0
0	201
24	198
5	192
0	85
0	72
1	49
0	23
42	6
5	0
249	223
0	222
0	0
0	0
481	2
65	1
95	0
21	0
20	1
0	0
0	0
0	0
0	0
0	0
0	0
0	7
197	3
30	11
0	247
0	192
0	1173
0	1216
0	1848
0	1779
0	1864
0	232
198	0
30	0
1	28
0	1234
0	1990
0	1869
4	305
0	34
0	1174
0	1802
0	678
568	171
0	1562
0	461
0	923
0	1527
0	598
0	65
16	165
6	37
0	54
0	218
54	26
1	454
61	1
0	0
0	28
0	28
0	28
0	28
0	28
0	28
0	28
0	28
0	28
0	28
0	28
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	28
0	28
0	0
0	0
0	0
0	0
0	0
64	119
264	1718
941	46
2	1706
0	238
18	0
0	46
0	0
64	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	1
0	0
0	0
0	7
0	0
372	0
0	27
1	27
0	17
0	3
13	4
0	8
0	2594
0	1823
0	28
0	34
0	17
16	1
0	9
0	185
0	185
0	207
0	207
0	211
0	211
0	103
0	75
0	64
1	6
0	6
882	96
0	453
0	453
0	30
0	646
0	741
33	735
0	480
0	8
0	8
52	64
0	0
1	734
1	734
0	576
426	62
142	5
6	0
3	0
3	0
49	12
0	49
0	184
0	184
0	231
0	231
0	231
0	230
0	184
0	184
0	184
0	231
0	1
0	185
0	186
0	0
0	9
0	0
29	5
5	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
1	0
0	0
0	0
687	411
90	14
83	384
0	68
0	324
63	0
0	149
0	599
0	568
0	585
0	591
33	76
0	74
0	79
0	85
0	79
0	143
0	521
0	73
0	28
0	25
0	139
0	442
0	20
218	0
248	0
13	72
0	30
0	299
9	3
0	15
0	118
1	8
7	29
0	1023
0	2100
7	99
0	52
0	1165
0	27
312	101
0	5
2	1045
515	321
513	128
56	0
0	0
0	0
69	307
1	14
0	0
0	0
0	1
0	0
19	219
0	0
0	43
0	0
0	0
19	2
0	43
0	43
0	0
0	0
0	0
0	1
0	0
16	753
3	0
0	17
0	17
0	17
0	17
0	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	1116
